Data,Loja,Status
"02-04-2018 12:08:32",HONE_1765_FA1_CG1,1
"02-04-2018 12:08:37",HONE_1765_FA1_RF1,1
"02-04-2018 12:08:38",HONE_1766_FA1_CG1,1
"02-04-2018 12:08:44",HONE_1766_FA1_RF1,1
"02-04-2018 12:08:48",HONE_1771_FA1_CG1,0
"02-04-2018 12:08:58",HONE_1771_FA1_RF1,0
"02-04-2018 12:09:01",HONE_1774_FA1_CG1,1
"02-04-2018 12:09:13",HONE_1774_FA1_RF1,1
"02-04-2018 12:09:16",HONE_1777_FA1_CG1,1
"02-04-2018 12:09:26",HONE_1777_FA1_RF1,1
"02-04-2018 12:09:29",HONE_1781_FA1_CG1,1
"02-04-2018 12:09:34",HONE_1781_FA1_RF1,0
"02-04-2018 12:09:37",HONE_1792_FA1_CG1,0
"02-04-2018 12:09:53",HONE_1792_FA1_RF1,0
"02-04-2018 12:09:54",HONE_1793_FA1_CG1,0
"02-04-2018 12:10:00",HONE_1793_FA1_RF1,0
"02-04-2018 12:10:02",HONE_1798_FA1_CG1,0
"02-04-2018 12:10:07",HONE_1798_FA1_RF1,1
"02-04-2018 12:10:09",HONE_1808_FA1_CG1,0
"02-04-2018 12:10:14",HONE_1808_FA1_RF1,1
"02-04-2018 12:10:18",HONE_1818_FA1_CG1,1
"02-04-2018 12:10:23",HONE_1818_FA1_RF1,1
"02-04-2018 12:10:28",HONE_1848_FA1_CG1,1
"02-04-2018 12:10:38",HONE_1848_FA1_RF1,1
"02-04-2018 12:10:41",HONE_1849_FA1_CG1,1
"02-04-2018 12:10:51",HONE_1849_FA1_RF1,1
"02-04-2018 12:10:54",HONE_1850_FA1_CG1,1
"02-04-2018 12:11:05",HONE_1850_FA1_RF1,1
"02-04-2018 12:11:07",HONE_1853_FA1_CG1,0
"02-04-2018 12:11:18",HONE_1853_FA1_RF1,0
"02-04-2018 12:11:23",HONE_1867_FA1_CG1,1
"02-04-2018 12:11:33",HONE_1867_FA1_RF1,1
"02-04-2018 12:11:36",HONE_1873_FA1_CG1,0
"02-04-2018 12:11:59",HONE_1873_FA1_RF1,1
"02-04-2018 12:12:01",HONE_1875_FA1_CG1,1
"02-04-2018 12:12:12",HONE_1875_FA1_RF1,0
"02-04-2018 12:12:13",HONE_1877_FA1_CG1,1
"02-04-2018 12:12:21",HONE_1877_FA1_RF1,1
"02-04-2018 12:12:24",HONE_1878_FA1_CG1,1
"02-04-2018 12:12:34",HONE_1878_FA1_RF1,1
"02-04-2018 12:12:38",HONE_2071_FA1_CG1,1
"02-04-2018 12:12:43",HONE_2071_FA1_RF1,1
"02-04-2018 12:12:48",HONE_2327_FA1_CG1,0
"02-04-2018 12:12:56",HONE_2327_FA1_RF1,1
"02-04-2018 12:13:01",HONE_2354_FA1_CG1,1
"02-04-2018 12:13:12",HONE_2354_FA1_RF1,0
"02-04-2018 12:13:17",HONE_2373_FA1_CG1,0
"02-04-2018 12:13:27",HONE_2373_FA1_RF1,0
"02-04-2018 12:13:33",HONE_2380_FA1_CG1,1
"02-04-2018 12:13:54",HONE_2380_FA1_RF1,0
"02-04-2018 12:13:57",HONE_2383_FA1_CG1,0
"02-04-2018 12:14:02",HONE_2383_FA1_RF1,0
"02-04-2018 12:18:32",HONE_2416_FA1_CG1,0
"02-04-2018 12:18:37",HONE_2416_FA1_RF1,1
"02-04-2018 12:03:39",HONE_2428_FA1_CG1,1
"02-04-2018 12:03:44",HONE_2428_FA1_RF1,1
"02-04-2018 12:07:32",HONE_2449_FA1_CG1,1
"02-04-2018 12:07:37",HONE_2449_FA1_RF1,1
"02-04-2018 12:07:40",HONE_2450_FA1_CG1,1
"02-04-2018 12:07:50",HONE_2450_FA1_RF1,1
"02-04-2018 12:07:54",HONE_2462_FA1_CG1,1
"02-04-2018 12:08:04",HONE_2462_FA1_RF1,0
"02-04-2018 12:08:07",HONE_2468_FA1_CG1,0
"02-04-2018 12:08:18",HONE_2468_FA1_RF1,0
"02-04-2018 12:08:22",HONE_2474_FA1_CG1,1
"02-04-2018 12:08:32",HONE_2474_FA1_RF1,1
"02-04-2018 12:08:35",HONE_2481_FA1_CG1,1
"02-04-2018 12:08:45",HONE_2481_FA1_RF1,1
"02-04-2018 12:08:48",HONE_2484_FA1_CG1,0
"02-04-2018 12:08:58",HONE_2484_FA1_RF1,1
"02-04-2018 12:12:43",HONE_2490_FA1_CG1,1
"02-04-2018 12:12:48",HONE_2490_FA1_RF1,0
